ID,Status,Progress,Duration (in seconds),Finished,DistributionChannel,UserLanguage,job,consent,S3_kJ_Q1 ,S3_kJ_Q2,S3_kJ_Q3,S3_kJ_Q4,S3_kJ_Q5,S3_kJ_Q6,S3_kJ_Q7,S3_kcal_Q1,S3_kcal_Q2,S3_kcal_Q3,S3_kcal_Q4,S3_kcal_Q5,S3_kcal_Q6,S3_kcal_Q7,K_1,S4_ET_Q1,S4_ET_Q2,S4_ET_Q3,S4_ET_Q4,S4_ET_Q5,S4_ET_Q6,S4_ET_Q7,S4_ET_Q8,S4_ET_Q9,S4_ET_Q10,S4_EM_Q1,S4_EM_Q2,S4_EM_Q3,S4_EM_Q4,S4_EM_Q5,S4_EM_Q6,S4_EM_Q7,S4_EM_Q8,S4_EM_Q9,S4_EM_Q10,S4_AET_Q1,S4_AET_Q2,S4_AET_Q3,S4_AET_Q4,S4_AET_Q5,S4_AET_Q6,S4_AET_Q7,S4_AET_Q8,S4_AET_Q9,S4_AET_Q10,Kontrollfrage,S4_AEM_Q1,S4_AEM_Q2,S4_AEM_Q3,S4_AEM_Q4,S4_AEM_Q5,S4_AEM_Q6,S4_AEM_Q7,S4_AEM_Q8,S4_AEM_Q9,S4_AEM_Q10,K_2,Manipulation_Q1 _1,Interesse_Q1 _1,K_3,Feedback_Q1,Feedback_Q2,Feedback_Q3
y3aDZnnGmO,IP Address,100,300,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Mandarine (53 kcal),Trauben (69 kcal),Isey Skyr Heidelbeere (129 kcal),Banane (107 kcal),Mandarine (53 kcal),Naturjoghurt (62 kcal),Al Natura Linsenwaffeln (360 kcal),Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expresslieferung, 2 Monate früher, CHF 969.00","Expresslieferung, 1 Monat früher, CHF 1389.00","Expresslieferung, 1 Monat früher, CHF 1069.00","Standardlieferung, 2 Monate, CHF 499.00","Standardlieferung, 4 Monate, CHF 1199.00","Expresslieferung, 1 Monat früher, CHF 429.00","Standardlieferung, 3 Monate, CHF 1899.00","Standardlieferung, 4 Monate, CHF 1499.00","Expresslieferung, 2 Monate früher, CHF 1089.00","Standardlieferung, 6 Monate, CHF 35'000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,eher stark,eher wichtig,2,Nein,Gesundheit und Benötigkeitsdruck,NA
jHSwSECbaa,IP Address,100,499,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Mandarine (53 kcal),Trauben (69 kcal),Lotus Biscoff Pocket Karamell (900 kcal),Zweifel Paprika Chips (643 kcal),Mandarine (53 kcal),Schokopudding (120 kcal),Zweifel Paprika Chips (515 kcal),Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standardlieferung, 124 Tage, CHF 899.00","Standardlieferung, 62 Tage, CHF 1299.00","Expresslieferung, 31 Tage früher, CHF 1069.00","Standardlieferung, 62 Tage, CHF 499.00","Expresslieferung, 62 Tage früher, CHF 1279.00","Standardlieferung, 62 Tage, CHF 399.00","Standardlieferung, 93 Tage, CHF 1899.00","Standardlieferung, 124 Tage, CHF 1499.00","Expresslieferung, 62 Tage früher, CHF 1089.00","Expresslieferung, 62 Tage früher, CHF 36’500.00",In Tagen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,eher stark,eher wichtig,2,Nein,Ich kann warten für viele sachen,NA
3JDBJ3ZdyC,IP Address,100,282,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Snickers (488 kcal),Zweifel Vaya Bean Salt Chips (424 kcal),Isey Skyr Heidelbeere (129 kcal),Zweifel Paprika Chips (643 kcal),Kinder Bueno (560 kcal),Naturjoghurt (62 kcal),Zweifel Paprika Chips (515 kcal),Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standardlieferung, 4 Monate, CHF 899.00","Standardlieferung, 2 Monate, CHF 1299.00","Standardlieferung, 2 Monate, CHF 999.00","Standardlieferung, 2 Monate, CHF 499.00","Expresslieferung, 2 Monate früher, CHF 1279.00","Standardlieferung, 2 Monate, CHF 399.00","Standardlieferung, 3 Monate, CHF 1899.00","Standardlieferung, 4 Monate, CHF 1499.00","Standardlieferung, 6 Monate, CHF 999.00","Standardlieferung, 6 Monate, CHF 35'000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,gar nicht,unwichtig,2,Ja,Bauchgefühl,NA
ZZYFI3noR9,IP Address,100,210,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Snickers (488 kcal),Zweifel Vaya Bean Salt Chips (424 kcal),Isey Skyr Heidelbeere (129 kcal),Zweifel Paprika Chips (643 kcal),Kinder Bueno (560 kcal),Schokopudding (120 kcal),Zweifel Paprika Chips (515 kcal),Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expresslieferung, 2 Monate früher, CHF 969.00","Expresslieferung, 1 Monat früher, CHF 1389.00","Expresslieferung, 1 Monat früher, CHF 1069.00","Expresslieferung, 1 Monat früher, CHF 534.00","Expresslieferung, 2 Monate früher, CHF 1279.00","Expresslieferung, 1 Monat früher, CHF 429.00","Expresslieferung, 1 Monat früher, CHF 2019.00","Expresslieferung, 2 Monate früher, CHF 1619.00","Expresslieferung, 2 Monate früher, CHF 1089.00","Expresslieferung, 2 Monate früher, CHF 36'500.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,gar nicht,teils/teils,2,Nein,"Spontan, nach meinem persönlichen Geschmack",NA
w3tn3KUO0V,IP Address,100,431,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Mandarine (53 kcal),Zweifel Vaya Bean Salt Chips (424 kcal),Isey Skyr Heidelbeere (129 kcal),Banane (107 kcal),Mandarine (53 kcal),Naturjoghurt (62 kcal),Al Natura Linsenwaffeln (360 kcal),Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expresslieferung, 2 Monate früher, CHF 969.00","Expresslieferung, 1 Monat früher, CHF 1389.00","Expresslieferung, 1 Monat früher, CHF 1069.00","Standardlieferung, 2 Monate, CHF 499.00","Standardlieferung, 4 Monate, CHF 1199.00","Expresslieferung, 1 Monat früher, CHF 429.00","Standardlieferung, 3 Monate, CHF 1899.00","Expresslieferung, 2 Monate früher, CHF 1619.00","Standardlieferung, 6 Monate, CHF 999.00","Standardlieferung, 6 Monate, CHF 35'000.00",fliegen,eher wenig,eher wichtig,2,Nein,"Ich habe überlegt wie gerne ich etwas haben würde und je nachdem Expresslieferung gewählt. Bei den Snacks habe ich mich überwiegend für das entschieden, was ich lieber mag.",NA
e5OcmarCVZ,IP Address,100,306,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",Snickers (2042 kJ),Trauben (289 kJ),Isey Skyr Heidelbeere (432 kJ),Zweifel Paprika Chips (2695 kJ),Kinder Bueno (2376 kJ),Schokopudding (502 kJ),Zweifel Paprika Chips (2147 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expresslieferung, 2 Monate früher, CHF 969.00","Standardlieferung, 2 Monate, CHF 1299.00","Standardlieferung, 2 Monate, CHF 999.00","Expresslieferung, 1 Monat früher, CHF 534.00","Expresslieferung, 2 Monate früher, CHF 1279.00",NA,"Standardlieferung, 3 Monate, CHF 1899.00","Standardlieferung, 4 Monate, CHF 1499.00","Expresslieferung, 2 Monate früher, CHF 1089.00","Standardlieferung, 6 Monate, CHF 35'000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,teils/teils,eher wichtig,2,Nein,Ich habe nach meinem normalen Kaufverhalten entschieden und was ich gerne habe und was nicht,nein
cnMBZgfFrO,IP Address,100,317,TRUE,anonymous,EN,Nein,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Mandarine (53 kcal),Zweifel Vaya Bean Salt Chips (424 kcal),Isey Skyr Heidelbeere (129 kcal),Zweifel Paprika Chips (643 kcal),Mandarine (53 kcal),Naturjoghurt (62 kcal),Al Natura Linsenwaffeln (360 kcal),Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expresslieferung, 62 Tage früher, CHF 969.00","Expresslieferung, 31 Tage früher, CHF 1389.00","Expresslieferung, 31 Tage früher, CHF 1069.00","Expresslieferung, 31 Tage früher, CHF 534.00","Standardlieferung, 124 Tage, CHF 1199.00","Expresslieferung, 31 Tage früher, CHF 429.00","Standardlieferung, 93 Tage, CHF 1899.00","Standardlieferung, 124 Tage, CHF 1499.00","Expresslieferung, 62 Tage früher, CHF 1089.00","Expresslieferung, 62 Tage früher, CHF 36’500.00",In Tagen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,eher wenig,sehr wichtig,2,Nein,"Ich bevorzuge gesunde Snacks, dann wenn sie mir auch schmecken. Wenn ich mir ein iPhone kaufe, möchte ich dieses wahrscheinlich sofort haben, weil mein altes kaputt ist.",NA
uDhxuRz6Hw,IP Address,100,220,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",Snickers (2042 kJ),Trauben (289 kJ),Isey Skyr Heidelbeere (432 kJ),Banane (446 kJ),Kinder Bueno (2376 kJ),Naturjoghurt (260 kJ),Zweifel Paprika Chips (2147 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,"Standardlieferung, 124 Tage, CHF 899.00","Expresslieferung, 31 Tage früher, CHF 1389.00","Standardlieferung, 62 Tage, CHF 999.00","Standardlieferung, 62 Tage, CHF 499.00","Expresslieferung, 62 Tage früher, CHF 1279.00","Standardlieferung, 62 Tage, CHF 399.00","Standardlieferung, 93 Tage, CHF 1899.00","Expresslieferung, 62 Tage früher, CHF 1619.00","Standardlieferung, 186 Tage, CHF 999.00","Standardlieferung, 186 Tage, CHF 35'000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,gar nicht,teils/teils,2,Nein,Nach Bauchgefühl und was ich gerne hab,NA
tEbCr8XYQ7,IP Address,100,177686,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",Mandarine (222 kJ),Trauben (289 kJ),Lotus Biscoff Pocket Karamell (3780 kJ),Banane (446 kJ),Mandarine (222 kJ),Schokopudding (502 kJ),Al Natura Linsenwaffeln (1525 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standardlieferung, 4 Monate, CHF 899.00","Standardlieferung, 2 Monate, CHF 1299.00","Standardlieferung, 2 Monate, CHF 999.00","Standardlieferung, 2 Monate, CHF 499.00","Standardlieferung, 4 Monate, CHF 1199.00","Standardlieferung, 2 Monate, CHF 399.00","Standardlieferung, 3 Monate, CHF 1899.00","Standardlieferung, 4 Monate, CHF 1499.00","Standardlieferung, 6 Monate, CHF 999.00","Standardlieferung, 6 Monate, CHF 35'000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,stark,teils/teils,2,Nein,Bei den Snackoptionen haben mich die Energiewerte stark beeinflusst und ich habe tendenziell das Gesündere ausgewählt. Ich würde das oft auch im Alltag machen - jedoch definitiv nicht so häufig wie hier nun ausgewählt. Bei den Lieferoptionen habe ich immer die Standardlieferungvgewählt - ich bin Studentin & würde momentan nie die Expresslieferung wählen.,NA
1mF9UdjsuR,IP Address,99,157,FALSE,anonymous,EN,Nein,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Snickers (488 kcal),Trauben (69 kcal),Isey Skyr Heidelbeere (129 kcal),Zweifel Paprika Chips (643 kcal),Kinder Bueno (560 kcal),Schokopudding (120 kcal),Zweifel Paprika Chips (515 kcal),Blau,"Standardlieferung, 124 Tage, CHF 899.00","Standardlieferung, 62 Tage, CHF 1299.00","Standardlieferung, 62 Tage, CHF 999.00","Standardlieferung, 62 Tage, CHF 499.00","Standardlieferung, 124 Tage, CHF 1199.00","Standardlieferung, 62 Tage, CHF 399.00","Standardlieferung, 93 Tage, CHF 1899.00","Expresslieferung, 62 Tage früher, CHF 1619.00","Standardlieferung, 186 Tage, CHF 999.00","Standardlieferung, 186 Tage, CHF 35'000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,teils/teils,teils/teils,2,Nein,Bauchgefühl,NA
9DGeqyIjGv,IP Address,100,455,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Mandarine (53 kcal),Trauben (69 kcal),Lotus Biscoff Pocket Karamell (900 kcal),Zweifel Paprika Chips (643 kcal),Mandarine (53 kcal),Schokopudding (120 kcal),Zweifel Paprika Chips (515 kcal),Gelb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standardlieferung, 4 Monate, CHF 899.00","Standardlieferung, 2 Monate, CHF 1299.00","Standardlieferung, 2 Monate, CHF 999.00","Standardlieferung, 2 Monate, CHF 499.00","Standardlieferung, 4 Monate, CHF 1199.00","Standardlieferung, 2 Monate, CHF 399.00","Standardlieferung, 3 Monate, CHF 1899.00","Standardlieferung, 4 Monate, CHF 1499.00","Standardlieferung, 6 Monate, CHF 999.00","Standardlieferung, 6 Monate, CHF 35'000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,schwimmen,gar nicht,teils/teils,2,Nein,Wie ich es in der Praxis mache,NA
uztXyOKicU,IP Address,100,399,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",Mandarine (222 kJ),Trauben (289 kJ),Isey Skyr Heidelbeere (432 kJ),Banane (446 kJ),Mandarine (222 kJ),Naturjoghurt (260 kJ),Al Natura Linsenwaffeln (1525 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standardlieferung, 124 Tage, CHF 899.00","Standardlieferung, 62 Tage, CHF 1299.00","Standardlieferung, 62 Tage, CHF 999.00","Standardlieferung, 62 Tage, CHF 499.00","Standardlieferung, 124 Tage, CHF 1199.00","Expresslieferung, 31 Tage früher, CHF 429.00","Standardlieferung, 93 Tage, CHF 1899.00","Standardlieferung, 124 Tage, CHF 1499.00","Standardlieferung, 186 Tage, CHF 999.00","Standardlieferung, 186 Tage, CHF 35’000.00",In Tagen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,stark,teils/teils,2,Nein,NA,NA
b8wrhcU1md,IP Address,100,283,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",Mandarine (222 kJ),Trauben (289 kJ),Isey Skyr Heidelbeere (432 kJ),Banane (446 kJ),Mandarine (222 kJ),Naturjoghurt (260 kJ),Al Natura Linsenwaffeln (1525 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expresslieferung, 2 Monate früher, CHF 969.00","Expresslieferung, 1 Monat früher, CHF 1389.00","Standardlieferung, 2 Monate, CHF 999.00","Standardlieferung, 2 Monate, CHF 499.00","Expresslieferung, 2 Monate früher, CHF 1279.00","Standardlieferung, 2 Monate, CHF 399.00","Expresslieferung, 1 Monat früher, CHF 2019.00","Expresslieferung, 2 Monate früher, CHF 1619.00","Expresslieferung, 2 Monate früher, CHF 1089.00","Standardlieferung, 6 Monate, CHF 35'000.00",fliegen,eher wenig,sehr wichtig,2,Nein,überlegt und richtig gelesen,nein
VVUWPcNFG7,IP Address,99,561,FALSE,anonymous,EN,Ja,"Ja, ich stimme zu",Snickers (2042 kJ),Zweifel Vaya Bean Salt Chips (1779 kJ),Isey Skyr Heidelbeere (432 kJ),Zweifel Paprika Chips (2695 kJ),Kinder Bueno (2376 kJ),Naturjoghurt (260 kJ),Zweifel Paprika Chips (2147 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expresslieferung, 2 Monate früher, CHF 969.00","Standardlieferung, 2 Monate, CHF 1299.00","Standardlieferung, 2 Monate, CHF 999.00","Standardlieferung, 2 Monate, CHF 499.00","Expresslieferung, 2 Monate früher, CHF 1279.00","Standardlieferung, 2 Monate, CHF 399.00","Standardlieferung, 3 Monate, CHF 1899.00","Expresslieferung, 2 Monate früher, CHF 1619.00","Expresslieferung, 2 Monate früher, CHF 1089.00","Standardlieferung, 6 Monate, CHF 35'000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,gar nicht,teils/teils,2,Nein,"bei den Snacks: das gewählt worauf ich am meisten Lust hätte
bei den Bestellungen: priorisiert, kann man länger warten oder braucht man es schneller. zB 6 Monate auf einen Kleiderschrank warten, wäre für mich nicht denkbar, da lohnt sich die Expresslieferung für mich.",nein
1A1OiCemi2,IP Address,100,455,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Snickers (488 kcal),Zweifel Vaya Bean Salt Chips (424 kcal),Lotus Biscoff Pocket Karamell (900 kcal),Zweifel Paprika Chips (643 kcal),Kinder Bueno (560 kcal),Schokopudding (120 kcal),Zweifel Paprika Chips (515 kcal),Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expresslieferung, 2 Monate früher, CHF 969.00","Expresslieferung, 1 Monat früher, CHF 1389.00","Expresslieferung, 1 Monat früher, CHF 1069.00","Expresslieferung, 1 Monat früher, CHF 534.00","Expresslieferung, 2 Monate früher, CHF 1279.00","Expresslieferung, 1 Monat früher, CHF 429.00","Expresslieferung, 1 Monat früher, CHF 2019.00","Expresslieferung, 2 Monate früher, CHF 1619.00","Expresslieferung, 2 Monate früher, CHF 1089.00","Expresslieferung, 2 Monate früher, CHF 36'500.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fahren,gar nicht,teils/teils,1,Nein,NA,NA
lDGQJCb8HK,IP Address,100,187,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Mandarine (53 kcal),Zweifel Vaya Bean Salt Chips (424 kcal),Isey Skyr Heidelbeere (129 kcal),Zweifel Paprika Chips (643 kcal),Mandarine (53 kcal),Schokopudding (120 kcal),Al Natura Linsenwaffeln (360 kcal),Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expresslieferung, 62 Tage früher, CHF 969.00","Expresslieferung, 31 Tage früher, CHF 1389.00","Expresslieferung, 31 Tage früher, CHF 1069.00","Expresslieferung, 31 Tage früher, CHF 534.00","Expresslieferung, 62 Tage früher, CHF 1279.00","Expresslieferung, 31 Tage früher, CHF 429.00","Expresslieferung, 31 Tage früher, CHF 2019.00","Expresslieferung, 62 Tage früher, CHF 1619.00","Expresslieferung, 62 Tage früher, CHF 1089.00","Expresslieferung, 62 Tage früher, CHF 36’500.00",In Tagen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,gar nicht,teils/teils,2,Nein,"Snack: was mir mehr schmeckt
Lieferung: immer Expresslieferung",NA
JIykCkE6Ze,IP Address,100,301,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",Snickers (2042 kJ),Trauben (289 kJ),Lotus Biscoff Pocket Karamell (3780 kJ),Zweifel Paprika Chips (2695 kJ),Kinder Bueno (2376 kJ),Naturjoghurt (260 kJ),Zweifel Paprika Chips (2147 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expresslieferung, 2 Monate früher, CHF 969.00","Expresslieferung, 1 Monat früher, CHF 1389.00","Expresslieferung, 1 Monat früher, CHF 1069.00","Expresslieferung, 1 Monat früher, CHF 534.00","Expresslieferung, 2 Monate früher, CHF 1279.00","Expresslieferung, 1 Monat früher, CHF 429.00","Standardlieferung, 3 Monate, CHF 1899.00","Expresslieferung, 2 Monate früher, CHF 1619.00","Expresslieferung, 2 Monate früher, CHF 1089.00","Standardlieferung, 6 Monate, CHF 35'000.00",fliegen,gar nicht,unwichtig,2,Ja,"Spontanentscheid/Gefühl
",NA
JyXYlQS0GS,IP Address,100,421,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Mandarine (53 kcal),Zweifel Vaya Bean Salt Chips (424 kcal),Isey Skyr Heidelbeere (129 kcal),Banane (107 kcal),Mandarine (53 kcal),Schokopudding (120 kcal),Zweifel Paprika Chips (515 kcal),Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expresslieferung, 62 Tage früher, CHF 969.00","Standardlieferung, 62 Tage, CHF 1299.00","Standardlieferung, 62 Tage, CHF 999.00","Expresslieferung, 31 Tage früher, CHF 534.00","Expresslieferung, 62 Tage früher, CHF 1279.00","Expresslieferung, 31 Tage früher, CHF 429.00","Standardlieferung, 93 Tage, CHF 1899.00","Expresslieferung, 62 Tage früher, CHF 1619.00","Expresslieferung, 62 Tage früher, CHF 1089.00","Standardlieferung, 186 Tage, CHF 35’000.00",In Tagen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,eher wenig,teils/teils,2,Nein,"Ich habe beim Essen v.a. danach entschieden, auf was ich jetzt gerade mehr Lust habe. Bei den weiteren Fragen nach Gefühl was mir wichtiger war & wie gross die Preis-/Lieferungsdiskrepanz war",Aucune
9Tbu2N6gOz,IP Address,88,178,FALSE,anonymous,EN,Ja,"Ja, ich stimme zu",Snickers (2042 kJ),Trauben (289 kJ),Isey Skyr Heidelbeere (432 kJ),Zweifel Paprika Chips (2695 kJ),Kinder Bueno (2376 kJ),Schokopudding (502 kJ),Zweifel Paprika Chips (2147 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expresslieferung, 2 Monate früher, CHF 969.00","Standardlieferung, 2 Monate, CHF 1299.00","Standardlieferung, 2 Monate, CHF 999.00","Standardlieferung, 2 Monate, CHF 499.00","Standardlieferung, 4 Monate, CHF 1199.00","Standardlieferung, 2 Monate, CHF 399.00","Expresslieferung, 1 Monat früher, CHF 2019.00","Expresslieferung, 2 Monate früher, CHF 1619.00","Expresslieferung, 2 Monate früher, CHF 1089.00",NA,NA,NA,NA,NA,NA,NA,NA
BbrfSqcXjW,IP Address,100,378,TRUE,anonymous,EN,Nein,"Ja, ich stimme zu",Mandarine (222 kJ),Trauben (289 kJ),Isey Skyr Heidelbeere (432 kJ),Banane (446 kJ),Kinder Bueno (2376 kJ),Naturjoghurt (260 kJ),Zweifel Paprika Chips (2147 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standardlieferung, 4 Monate, CHF 899.00","Standardlieferung, 2 Monate, CHF 1299.00","Standardlieferung, 2 Monate, CHF 999.00","Standardlieferung, 2 Monate, CHF 499.00","Standardlieferung, 4 Monate, CHF 1199.00","Standardlieferung, 2 Monate, CHF 399.00","Standardlieferung, 3 Monate, CHF 1899.00","Standardlieferung, 4 Monate, CHF 1499.00","Standardlieferung, 6 Monate, CHF 999.00","Standardlieferung, 6 Monate, CHF 35'000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,gar nicht,unwichtig,2,Nein,"Gesundheitsvorteile ausser bei wenigen Snacks, die einfach zu gut sind!",Viel Spass beim Auswerten! :)
7DSIqPlgxs,IP Address,100,605,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Mandarine (53 kcal),Zweifel Vaya Bean Salt Chips (424 kcal),Isey Skyr Heidelbeere (129 kcal),Banane (107 kcal),Kinder Bueno (560 kcal),Naturjoghurt (62 kcal),Al Natura Linsenwaffeln (360 kcal),Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standardlieferung, 124 Tage, CHF 899.00","Standardlieferung, 62 Tage, CHF 1299.00","Standardlieferung, 62 Tage, CHF 999.00","Standardlieferung, 62 Tage, CHF 499.00","Standardlieferung, 124 Tage, CHF 1199.00","Standardlieferung, 62 Tage, CHF 399.00","Standardlieferung, 93 Tage, CHF 1899.00","Standardlieferung, 124 Tage, CHF 1499.00","Standardlieferung, 186 Tage, CHF 999.00","Standardlieferung, 186 Tage, CHF 35’000.00",In Monate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,eher wenig,eher nicht wichtig,2,Nein,"Sättigungsgefühl, Zuckergehalt, persönliche Präferenz, Preis",NA
djcZjY5TDg,IP Address,100,362,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Snickers (488 kcal),Trauben (69 kcal),Isey Skyr Heidelbeere (129 kcal),Banane (107 kcal),Kinder Bueno (560 kcal),Schokopudding (120 kcal),Zweifel Paprika Chips (515 kcal),Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standardlieferung, 4 Monate, CHF 899.00","Standardlieferung, 2 Monate, CHF 1299.00","Expresslieferung, 1 Monat früher, CHF 1069.00","Standardlieferung, 2 Monate, CHF 499.00","Expresslieferung, 2 Monate früher, CHF 1279.00","Expresslieferung, 1 Monat früher, CHF 429.00","Standardlieferung, 3 Monate, CHF 1899.00","Expresslieferung, 2 Monate früher, CHF 1619.00","Expresslieferung, 2 Monate früher, CHF 1089.00","Standardlieferung, 6 Monate, CHF 35'000.00",fliegen,gar nicht,teils/teils,2,Nein,spontan je nach „Gefühl“,NA
