task,condition,test,number_id,value,id,target,set,label,range_min,range_max,Unique_ID,ID
Arztpraxen,Precise,Question,1,25000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,OGtaEC5W2j
Arztpraxen,Precise,Question,2,19000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,OGtaEC5W2j
Gotthardtunnel,Precise,Test,1,15,2,13.3,2,13.3,11.97,14.63,2 1 Precise,OGtaEC5W2j
Umsatzlöhne,Precise,Test,1,25,6,22.7,2,22.7,20.43,24.97,6 1 Precise,OGtaEC5W2j
Arztpraxen,Precise,Test,1,76,1,74.7,2,74.7,67.23,82.17,1 1 Precise,OGtaEC5W2j
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,IB8nHIwAlr
Gotthardtunnel,Round,Question,2,2300,2,2300,2,2257,2031.3,2482.7,2 2 Round,IB8nHIwAlr
Umsatzlöhne,Round,Question,1,17000,6,17000,2,16553,14897.7,18208.3,6 1 Round,IB8nHIwAlr
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,IB8nHIwAlr
Arztpraxen,Round,Question,1,23000,1,25000,2,25439,22895.1,27982.9,1 1 Round,IB8nHIwAlr
Arztpraxen,Round,Question,2,19000,1,19000,2,19004,17103.6,20904.4,1 2 Round,IB8nHIwAlr
Gotthardtunnel,Round,Test,1,33,2,13.5,2,13.3,11.97,14.63,2 1 Round,IB8nHIwAlr
Umsatzlöhne,Round,Test,1,24,6,23.5,2,22.7,20.43,24.97,6 1 Round,IB8nHIwAlr
Arztpraxen,Round,Test,1,80,1,76,2,74.7,67.23,82.17,1 1 Round,IB8nHIwAlr
Geographie,Precise,Question,1,41000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,NBqiGwUkYH
Geographie,Precise,Question,2,7000,5,7105,1,7105,6394.5,7815.5,5 2 Precise,NBqiGwUkYH
Arbeitslosigkeit,Precise,Question,1,5000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,NBqiGwUkYH
Arbeitslosigkeit,Precise,Question,2,3000,3,2280,1,2280,2052,2508,3 2 Precise,NBqiGwUkYH
Urteile,Precise,Question,1,2000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,NBqiGwUkYH
Urteile,Precise,Question,2,1500,4,1945,1,1945,1750.5,2139.5,4 2 Precise,NBqiGwUkYH
Geographie,Precise,Test,1,17,5,17.2,1,17.2,15.48,18.92,5 1 Precise,NBqiGwUkYH
Arbeitslosigkeit,Precise,Test,1,1,3,2.5,1,2.5,2.25,2.75,3 1 Precise,NBqiGwUkYH
Urteile,Precise,Test,1,8,4,1.9,1,1.9,1.71,2.09,4 1 Precise,NBqiGwUkYH
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,5biBVlfuyT
Geographie,Round,Question,2,9000,5,7000,1,7105,6394.5,7815.5,5 2 Round,5biBVlfuyT
Arbeitslosigkeit,Round,Question,1,90000,3,90000,1,89881,80892.9,98869.1,3 1 Round,5biBVlfuyT
Arbeitslosigkeit,Round,Question,2,4000,3,2500,1,2280,2052,2508,3 2 Round,5biBVlfuyT
Urteile,Round,Question,1,20000,4,100000,1,103156,92840.4,113471.6,4 1 Round,5biBVlfuyT
Urteile,Round,Question,2,2000,4,2000,1,1945,1750.5,2139.5,4 2 Round,5biBVlfuyT
Geographie,Round,Test,1,37,5,17.5,1,17.2,15.48,18.92,5 1 Round,5biBVlfuyT
Arbeitslosigkeit,Round,Test,1,2,3,2.8,1,2.5,2.25,2.75,3 1 Round,5biBVlfuyT
Urteile,Round,Test,1,10,4,2,1,1.9,1.71,2.09,4 1 Round,5biBVlfuyT
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,cfBlUkrIKD
Gotthardtunnel,Round,Question,2,2300,2,2300,2,2257,2031.3,2482.7,2 2 Round,cfBlUkrIKD
Umsatzlöhne,Round,Question,1,17000,6,17000,2,16553,14897.7,18208.3,6 1 Round,cfBlUkrIKD
Umsatzlöhne,Round,Question,2,3500,6,4000,2,3750,3375,4125,6 2 Round,cfBlUkrIKD
Arztpraxen,Round,Question,1,21000,1,25000,2,25439,22895.1,27982.9,1 1 Round,cfBlUkrIKD
Arztpraxen,Round,Question,2,19000,1,19000,2,19004,17103.6,20904.4,1 2 Round,cfBlUkrIKD
Gotthardtunnel,Round,Test,1,15,2,13.5,2,13.3,11.97,14.63,2 1 Round,cfBlUkrIKD
Umsatzlöhne,Round,Test,1,20,6,23.5,2,22.7,20.43,24.97,6 1 Round,cfBlUkrIKD
Arztpraxen,Round,Test,1,90,1,76,2,74.7,67.23,82.17,1 1 Round,cfBlUkrIKD
Geographie,Precise,Question,1,41000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,GBT7FUsa3U
Geographie,Precise,Question,2,7100,5,7105,1,7105,6394.5,7815.5,5 2 Precise,GBT7FUsa3U
Arbeitslosigkeit,Precise,Question,1,85000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,GBT7FUsa3U
Arbeitslosigkeit,Precise,Question,2,0.7,3,2280,1,2280,2052,2508,3 2 Precise,GBT7FUsa3U
Urteile,Precise,Question,1,30000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,GBT7FUsa3U
Urteile,Precise,Question,2,1600,4,1945,1,1945,1750.5,2139.5,4 2 Precise,GBT7FUsa3U
Geographie,Precise,Test,1,16,5,17.2,1,17.2,15.48,18.92,5 1 Precise,GBT7FUsa3U
Arbeitslosigkeit,Precise,Test,1,1,3,2.5,1,2.5,2.25,2.75,3 1 Precise,GBT7FUsa3U
Urteile,Precise,Test,1,8,4,1.9,1,1.9,1.71,2.09,4 1 Precise,GBT7FUsa3U
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,60ICFnYWUa
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,60ICFnYWUa
Arbeitslosigkeit,Round,Question,1,100000,3,90000,1,89881,80892.9,98869.1,3 1 Round,60ICFnYWUa
Arbeitslosigkeit,Round,Question,2,10000,3,2500,1,2280,2052,2508,3 2 Round,60ICFnYWUa
Urteile,Round,Question,1,500000,4,100000,1,103156,92840.4,113471.6,4 1 Round,60ICFnYWUa
Urteile,Round,Question,2,0,4,2000,1,1945,1750.5,2139.5,4 2 Round,60ICFnYWUa
Geographie,Round,Test,1,20,5,17.5,1,17.2,15.48,18.92,5 1 Round,60ICFnYWUa
Arbeitslosigkeit,Round,Test,1,1,3,2.8,1,2.5,2.25,2.75,3 1 Round,60ICFnYWUa
Urteile,Round,Test,1,5,4,2,1,1.9,1.71,2.09,4 1 Round,60ICFnYWUa
Gotthardtunnel,Precise,Question,1,63000,2,16942,2,16942,15247.8,18636.2,2 1 Precise,K1JPauj0hx
Gotthardtunnel,Precise,Question,2,25000,2,2257,2,2257,2031.3,2482.7,2 2 Precise,K1JPauj0hx
Umsatzlöhne,Precise,Question,1,63000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,K1JPauj0hx
Umsatzlöhne,Precise,Question,2,4580,6,3750,2,3750,3375,4125,6 2 Precise,K1JPauj0hx
Arztpraxen,Precise,Question,1,26378,1,25439,2,25439,22895.1,27982.9,1 1 Precise,K1JPauj0hx
Arztpraxen,Precise,Question,2,80,1,19004,2,19004,17103.6,20904.4,1 2 Precise,K1JPauj0hx
Gotthardtunnel,Precise,Test,1,56,2,13.3,2,13.3,11.97,14.63,2 1 Precise,K1JPauj0hx
Umsatzlöhne,Precise,Test,1,8,6,22.7,2,22.7,20.43,24.97,6 1 Precise,K1JPauj0hx
Arztpraxen,Precise,Test,1,80,1,74.7,2,74.7,67.23,82.17,1 1 Precise,K1JPauj0hx
Geographie,Precise,Question,1,42280,5,41285,1,41285,37156.5,45413.5,5 1 Precise,voIKE7t160
Geographie,Precise,Question,2,7120,5,7105,1,7105,6394.5,7815.5,5 2 Precise,voIKE7t160
Arbeitslosigkeit,Precise,Question,1,1898,3,89881,1,89881,80892.9,98869.1,3 1 Precise,voIKE7t160
Arbeitslosigkeit,Precise,Question,2,3,3,2280,1,2280,2052,2508,3 2 Precise,voIKE7t160
Urteile,Precise,Question,1,1420,4,103156,1,103156,92840.4,113471.6,4 1 Precise,voIKE7t160
Urteile,Precise,Question,2,1590,4,1945,1,1945,1750.5,2139.5,4 2 Precise,voIKE7t160
Geographie,Precise,Test,1,8,5,17.2,1,17.2,15.48,18.92,5 1 Precise,voIKE7t160
Arbeitslosigkeit,Precise,Test,1,3,3,2.5,1,2.5,2.25,2.75,3 1 Precise,voIKE7t160
Urteile,Precise,Test,1,2,4,1.9,1,1.9,1.71,2.09,4 1 Precise,voIKE7t160
Geographie,Precise,Question,1,41865,5,41285,1,41285,37156.5,45413.5,5 1 Precise,YyPjEUoTyN
Geographie,Precise,Question,2,7054,5,7105,1,7105,6394.5,7815.5,5 2 Precise,YyPjEUoTyN
Arbeitslosigkeit,Precise,Question,1,14000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,YyPjEUoTyN
Arbeitslosigkeit,Precise,Question,2,2000,3,2280,1,2280,2052,2508,3 2 Precise,YyPjEUoTyN
Urteile,Precise,Question,1,21000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,YyPjEUoTyN
Urteile,Precise,Question,2,1945,4,1945,1,1945,1750.5,2139.5,4 2 Precise,YyPjEUoTyN
Geographie,Precise,Test,1,13,5,17.2,1,17.2,15.48,18.92,5 1 Precise,YyPjEUoTyN
Arbeitslosigkeit,Precise,Test,1,13,3,2.5,1,2.5,2.25,2.75,3 1 Precise,YyPjEUoTyN
Urteile,Precise,Test,1,13,4,1.9,1,1.9,1.71,2.09,4 1 Precise,YyPjEUoTyN
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,ROlY0HfRZs
Gotthardtunnel,Round,Question,2,2300,2,2300,2,2257,2031.3,2482.7,2 2 Round,ROlY0HfRZs
Umsatzlöhne,Round,Question,1,3000,6,17000,2,16553,14897.7,18208.3,6 1 Round,ROlY0HfRZs
Umsatzlöhne,Round,Question,2,3500,6,4000,2,3750,3375,4125,6 2 Round,ROlY0HfRZs
Arztpraxen,Round,Question,1,25000,1,25000,2,25439,22895.1,27982.9,1 1 Round,ROlY0HfRZs
Arztpraxen,Round,Question,2,19000,1,19000,2,19004,17103.6,20904.4,1 2 Round,ROlY0HfRZs
Umsatzlöhne,Round,Test,1,40,6,23.5,2,22.7,20.43,24.97,6 1 Round,ROlY0HfRZs
Arztpraxen,Round,Test,1,75,1,76,2,74.7,67.23,82.17,1 1 Round,ROlY0HfRZs
Gotthardtunnel,Precise,Question,1,16246,2,16942,2,16942,15247.8,18636.2,2 1 Precise,CfwgtcrgNG
Gotthardtunnel,Precise,Question,2,2700,2,2257,2,2257,2031.3,2482.7,2 2 Precise,CfwgtcrgNG
Umsatzlöhne,Precise,Question,1,13460,6,16553,2,16553,14897.7,18208.3,6 1 Precise,CfwgtcrgNG
Umsatzlöhne,Precise,Question,2,3750,6,3750,2,3750,3375,4125,6 2 Precise,CfwgtcrgNG
Arztpraxen,Precise,Question,1,25000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,CfwgtcrgNG
Arztpraxen,Precise,Question,2,19500,1,19004,2,19004,17103.6,20904.4,1 2 Precise,CfwgtcrgNG
Umsatzlöhne,Precise,Test,1,10,6,22.7,2,22.7,20.43,24.97,6 1 Precise,CfwgtcrgNG
Arztpraxen,Precise,Test,1,80,1,74.7,2,74.7,67.23,82.17,1 1 Precise,CfwgtcrgNG
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,c9RF9voO9y
Gotthardtunnel,Round,Question,2,2400,2,2300,2,2257,2031.3,2482.7,2 2 Round,c9RF9voO9y
Umsatzlöhne,Round,Question,1,17000,6,17000,2,16553,14897.7,18208.3,6 1 Round,c9RF9voO9y
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,c9RF9voO9y
Arztpraxen,Round,Question,1,25000,1,25000,2,25439,22895.1,27982.9,1 1 Round,c9RF9voO9y
Arztpraxen,Round,Question,2,19000,1,19000,2,19004,17103.6,20904.4,1 2 Round,c9RF9voO9y
Gotthardtunnel,Round,Test,1,15,2,13.5,2,13.3,11.97,14.63,2 1 Round,c9RF9voO9y
Umsatzlöhne,Round,Test,1,22,6,23.5,2,22.7,20.43,24.97,6 1 Round,c9RF9voO9y
Arztpraxen,Round,Test,1,75,1,76,2,74.7,67.23,82.17,1 1 Round,c9RF9voO9y
Gotthardtunnel,Precise,Question,1,16942,2,16942,2,16942,15247.8,18636.2,2 1 Precise,TYQO8miNmW
Gotthardtunnel,Precise,Question,2,2253,2,2257,2,2257,2031.3,2482.7,2 2 Precise,TYQO8miNmW
Umsatzlöhne,Precise,Question,1,16553,6,16553,2,16553,14897.7,18208.3,6 1 Precise,TYQO8miNmW
Umsatzlöhne,Precise,Question,2,3750,6,3750,2,3750,3375,4125,6 2 Precise,TYQO8miNmW
Arztpraxen,Precise,Question,1,22000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,TYQO8miNmW
Arztpraxen,Precise,Question,2,17000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,TYQO8miNmW
Umsatzlöhne,Precise,Test,1,25,6,22.7,2,22.7,20.43,24.97,6 1 Precise,TYQO8miNmW
Arztpraxen,Precise,Test,1,100,1,74.7,2,74.7,67.23,82.17,1 1 Precise,TYQO8miNmW
Geographie,Round,Question,1,70000,5,40000,1,41285,37156.5,45413.5,5 1 Round,qjNg9fqA1u
Geographie,Round,Question,2,37000,5,7000,1,7105,6394.5,7815.5,5 2 Round,qjNg9fqA1u
Arbeitslosigkeit,Round,Question,1,2000,3,90000,1,89881,80892.9,98869.1,3 1 Round,qjNg9fqA1u
Arbeitslosigkeit,Round,Question,2,19,3,2500,1,2280,2052,2508,3 2 Round,qjNg9fqA1u
Urteile,Round,Question,1,200,4,100000,1,103156,92840.4,113471.6,4 1 Round,qjNg9fqA1u
Urteile,Round,Question,2,300,4,2000,1,1945,1750.5,2139.5,4 2 Round,qjNg9fqA1u
Geographie,Round,Test,1,30,5,17.5,1,17.2,15.48,18.92,5 1 Round,qjNg9fqA1u
Arbeitslosigkeit,Round,Test,1,2,3,2.8,1,2.5,2.25,2.75,3 1 Round,qjNg9fqA1u
Urteile,Round,Test,1,20,4,2,1,1.9,1.71,2.09,4 1 Round,qjNg9fqA1u
Geographie,Round,Question,1,30000,5,40000,1,41285,37156.5,45413.5,5 1 Round,NOOizzOZeD
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,NOOizzOZeD
Arbeitslosigkeit,Round,Question,1,20000,3,90000,1,89881,80892.9,98869.1,3 1 Round,NOOizzOZeD
Arbeitslosigkeit,Round,Question,2,-300,3,2500,1,2280,2052,2508,3 2 Round,NOOizzOZeD
Urteile,Round,Question,1,200,4,100000,1,103156,92840.4,113471.6,4 1 Round,NOOizzOZeD
Urteile,Round,Question,2,2000,4,2000,1,1945,1750.5,2139.5,4 2 Round,NOOizzOZeD
Geographie,Round,Test,1,45,5,17.5,1,17.2,15.48,18.92,5 1 Round,NOOizzOZeD
Arbeitslosigkeit,Round,Test,1,1,3,2.8,1,2.5,2.25,2.75,3 1 Round,NOOizzOZeD
Urteile,Round,Test,1,3,4,2,1,1.9,1.71,2.09,4 1 Round,NOOizzOZeD
Geographie,Precise,Question,1,41000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,ZnktWhvKES
Geographie,Precise,Question,2,7000,5,7105,1,7105,6394.5,7815.5,5 2 Precise,ZnktWhvKES
Arbeitslosigkeit,Precise,Question,1,89000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,ZnktWhvKES
Arbeitslosigkeit,Precise,Question,2,2000,3,2280,1,2280,2052,2508,3 2 Precise,ZnktWhvKES
Urteile,Precise,Question,1,13000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,ZnktWhvKES
Urteile,Precise,Question,2,1945,4,1945,1,1945,1750.5,2139.5,4 2 Precise,ZnktWhvKES
Geographie,Precise,Test,1,14,5,17.2,1,17.2,15.48,18.92,5 1 Precise,ZnktWhvKES
Arbeitslosigkeit,Precise,Test,1,1,3,2.5,1,2.5,2.25,2.75,3 1 Precise,ZnktWhvKES
Urteile,Precise,Test,1,10,4,1.9,1,1.9,1.71,2.09,4 1 Precise,ZnktWhvKES
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,6m0Z4kqAR1
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,6m0Z4kqAR1
Arbeitslosigkeit,Round,Question,1,90000,3,90000,1,89881,80892.9,98869.1,3 1 Round,6m0Z4kqAR1
Arbeitslosigkeit,Round,Question,2,3000,3,2500,1,2280,2052,2508,3 2 Round,6m0Z4kqAR1
Urteile,Round,Question,1,500,4,100000,1,103156,92840.4,113471.6,4 1 Round,6m0Z4kqAR1
Urteile,Round,Question,2,2000,4,2000,1,1945,1750.5,2139.5,4 2 Round,6m0Z4kqAR1
Geographie,Round,Test,1,6,5,17.5,1,17.2,15.48,18.92,5 1 Round,6m0Z4kqAR1
Arbeitslosigkeit,Round,Test,1,3,3,2.8,1,2.5,2.25,2.75,3 1 Round,6m0Z4kqAR1
Urteile,Round,Test,1,20,4,2,1,1.9,1.71,2.09,4 1 Round,6m0Z4kqAR1
Geographie,Precise,Question,1,41987,5,41285,1,41285,37156.5,45413.5,5 1 Precise,tsnfrrybIn
Geographie,Precise,Question,2,7101,5,7105,1,7105,6394.5,7815.5,5 2 Precise,tsnfrrybIn
Arbeitslosigkeit,Precise,Question,1,100000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,tsnfrrybIn
Arbeitslosigkeit,Precise,Question,2,1000,3,2280,1,2280,2052,2508,3 2 Precise,tsnfrrybIn
Urteile,Precise,Question,1,103000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,tsnfrrybIn
Urteile,Precise,Question,2,1943,4,1945,1,1945,1750.5,2139.5,4 2 Precise,tsnfrrybIn
Geographie,Precise,Test,1,15,5,17.2,1,17.2,15.48,18.92,5 1 Precise,tsnfrrybIn
Arbeitslosigkeit,Precise,Test,1,2,3,2.5,1,2.5,2.25,2.75,3 1 Precise,tsnfrrybIn
Urteile,Precise,Test,1,1,4,1.9,1,1.9,1.71,2.09,4 1 Precise,tsnfrrybIn
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,MNWWCKms3L
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,MNWWCKms3L
Arbeitslosigkeit,Round,Question,1,200000,3,90000,1,89881,80892.9,98869.1,3 1 Round,MNWWCKms3L
Arbeitslosigkeit,Round,Question,2,2000,3,2500,1,2280,2052,2508,3 2 Round,MNWWCKms3L
Urteile,Round,Question,1,100000,4,100000,1,103156,92840.4,113471.6,4 1 Round,MNWWCKms3L
Urteile,Round,Question,2,2000,4,2000,1,1945,1750.5,2139.5,4 2 Round,MNWWCKms3L
Geographie,Round,Test,1,30,5,17.5,1,17.2,15.48,18.92,5 1 Round,MNWWCKms3L
Arbeitslosigkeit,Round,Test,1,1,3,2.8,1,2.5,2.25,2.75,3 1 Round,MNWWCKms3L
Urteile,Round,Test,1,2,4,2,1,1.9,1.71,2.09,4 1 Round,MNWWCKms3L
Gotthardtunnel,Precise,Question,1,16900,2,16942,2,16942,15247.8,18636.2,2 1 Precise,oz2G8HHRGL
Gotthardtunnel,Precise,Question,2,17000,2,2257,2,2257,2031.3,2482.7,2 2 Precise,oz2G8HHRGL
Umsatzlöhne,Precise,Question,1,16000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,oz2G8HHRGL
Umsatzlöhne,Precise,Question,2,3750,6,3750,2,3750,3375,4125,6 2 Precise,oz2G8HHRGL
Arztpraxen,Precise,Question,1,20000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,oz2G8HHRGL
Arztpraxen,Precise,Question,2,17000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,oz2G8HHRGL
Gotthardtunnel,Precise,Test,1,30,2,13.3,2,13.3,11.97,14.63,2 1 Precise,oz2G8HHRGL
Umsatzlöhne,Precise,Test,1,22,6,22.7,2,22.7,20.43,24.97,6 1 Precise,oz2G8HHRGL
Arztpraxen,Precise,Test,1,25,1,74.7,2,74.7,67.23,82.17,1 1 Precise,oz2G8HHRGL
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,vLmJxhaFrj
Gotthardtunnel,Round,Question,2,400,2,2300,2,2257,2031.3,2482.7,2 2 Round,vLmJxhaFrj
Umsatzlöhne,Round,Question,1,18000,6,17000,2,16553,14897.7,18208.3,6 1 Round,vLmJxhaFrj
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,vLmJxhaFrj
Arztpraxen,Round,Question,1,25000,1,25000,2,25439,22895.1,27982.9,1 1 Round,vLmJxhaFrj
Arztpraxen,Round,Question,2,19000,1,19000,2,19004,17103.6,20904.4,1 2 Round,vLmJxhaFrj
Gotthardtunnel,Round,Test,1,10,2,13.5,2,13.3,11.97,14.63,2 1 Round,vLmJxhaFrj
Umsatzlöhne,Round,Test,1,25,6,23.5,2,22.7,20.43,24.97,6 1 Round,vLmJxhaFrj
Arztpraxen,Round,Test,1,100,1,76,2,74.7,67.23,82.17,1 1 Round,vLmJxhaFrj
Geographie,Precise,Question,1,41285,5,41285,1,41285,37156.5,45413.5,5 1 Precise,AxPyq9dAvD
Geographie,Precise,Question,2,7105,5,7105,1,7105,6394.5,7815.5,5 2 Precise,AxPyq9dAvD
Arbeitslosigkeit,Precise,Question,1,25000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,AxPyq9dAvD
Arbeitslosigkeit,Precise,Question,2,2880,3,2280,1,2280,2052,2508,3 2 Precise,AxPyq9dAvD
Urteile,Precise,Question,1,600,4,103156,1,103156,92840.4,113471.6,4 1 Precise,AxPyq9dAvD
Urteile,Precise,Question,2,1850,4,1945,1,1945,1750.5,2139.5,4 2 Precise,AxPyq9dAvD
Geographie,Precise,Test,1,17,5,17.2,1,17.2,15.48,18.92,5 1 Precise,AxPyq9dAvD
Arbeitslosigkeit,Precise,Test,1,6,3,2.5,1,2.5,2.25,2.75,3 1 Precise,AxPyq9dAvD
Urteile,Precise,Test,1,3,4,1.9,1,1.9,1.71,2.09,4 1 Precise,AxPyq9dAvD
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,9M8FmKUPSB
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,9M8FmKUPSB
Arbeitslosigkeit,Round,Question,1,1300,3,90000,1,89881,80892.9,98869.1,3 1 Round,9M8FmKUPSB
Arbeitslosigkeit,Round,Question,2,2100,3,2500,1,2280,2052,2508,3 2 Round,9M8FmKUPSB
Urteile,Round,Question,1,2000,4,100000,1,103156,92840.4,113471.6,4 1 Round,9M8FmKUPSB
Urteile,Round,Question,2,13,4,2000,1,1945,1750.5,2139.5,4 2 Round,9M8FmKUPSB
Geographie,Round,Test,1,13,5,17.5,1,17.2,15.48,18.92,5 1 Round,9M8FmKUPSB
Arbeitslosigkeit,Round,Test,1,1,3,2.8,1,2.5,2.25,2.75,3 1 Round,9M8FmKUPSB
Urteile,Round,Test,1,13,4,2,1,1.9,1.71,2.09,4 1 Round,9M8FmKUPSB
Gotthardtunnel,Precise,Question,1,12000,2,16942,2,16942,15247.8,18636.2,2 1 Precise,EjqRSfA83W
Gotthardtunnel,Precise,Question,2,2500,2,2257,2,2257,2031.3,2482.7,2 2 Precise,EjqRSfA83W
Umsatzlöhne,Precise,Question,1,1600,6,16553,2,16553,14897.7,18208.3,6 1 Precise,EjqRSfA83W
Umsatzlöhne,Precise,Question,2,3800,6,3750,2,3750,3375,4125,6 2 Precise,EjqRSfA83W
Arztpraxen,Precise,Question,1,25000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,EjqRSfA83W
Arztpraxen,Precise,Question,2,18000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,EjqRSfA83W
Umsatzlöhne,Precise,Test,1,26,6,22.7,2,22.7,20.43,24.97,6 1 Precise,EjqRSfA83W
Arztpraxen,Precise,Test,1,30,1,74.7,2,74.7,67.23,82.17,1 1 Precise,EjqRSfA83W
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,ToqqRqZqo1
Gotthardtunnel,Round,Question,2,2300,2,2300,2,2257,2031.3,2482.7,2 2 Round,ToqqRqZqo1
Umsatzlöhne,Round,Question,1,17000,6,17000,2,16553,14897.7,18208.3,6 1 Round,ToqqRqZqo1
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,ToqqRqZqo1
Arztpraxen,Round,Question,1,2500,1,25000,2,25439,22895.1,27982.9,1 1 Round,ToqqRqZqo1
Arztpraxen,Round,Question,2,1600,1,19000,2,19004,17103.6,20904.4,1 2 Round,ToqqRqZqo1
Gotthardtunnel,Round,Test,1,20,2,13.5,2,13.3,11.97,14.63,2 1 Round,ToqqRqZqo1
Umsatzlöhne,Round,Test,1,23,6,23.5,2,22.7,20.43,24.97,6 1 Round,ToqqRqZqo1
Arztpraxen,Round,Test,1,60,1,76,2,74.7,67.23,82.17,1 1 Round,ToqqRqZqo1
Geographie,Precise,Question,1,64587,5,41285,1,41285,37156.5,45413.5,5 1 Precise,4cIPxULKGy
Geographie,Precise,Question,2,256,5,7105,1,7105,6394.5,7815.5,5 2 Precise,4cIPxULKGy
Arbeitslosigkeit,Precise,Question,1,1945,3,89881,1,89881,80892.9,98869.1,3 1 Precise,4cIPxULKGy
Arbeitslosigkeit,Precise,Question,2,130,3,2280,1,2280,2052,2508,3 2 Precise,4cIPxULKGy
Urteile,Precise,Question,1,8678,4,103156,1,103156,92840.4,113471.6,4 1 Precise,4cIPxULKGy
Urteile,Precise,Question,2,1963,4,1945,1,1945,1750.5,2139.5,4 2 Precise,4cIPxULKGy
Geographie,Precise,Test,1,14,5,17.2,1,17.2,15.48,18.92,5 1 Precise,4cIPxULKGy
Arbeitslosigkeit,Precise,Test,1,1,3,2.5,1,2.5,2.25,2.75,3 1 Precise,4cIPxULKGy
Urteile,Precise,Test,1,5,4,1.9,1,1.9,1.71,2.09,4 1 Precise,4cIPxULKGy
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,9B8wjtLxaX
Gotthardtunnel,Round,Question,2,2300,2,2300,2,2257,2031.3,2482.7,2 2 Round,9B8wjtLxaX
Umsatzlöhne,Round,Question,1,10000,6,17000,2,16553,14897.7,18208.3,6 1 Round,9B8wjtLxaX
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,9B8wjtLxaX
Arztpraxen,Round,Question,1,10000,1,25000,2,25439,22895.1,27982.9,1 1 Round,9B8wjtLxaX
Arztpraxen,Round,Question,2,2500,1,19000,2,19004,17103.6,20904.4,1 2 Round,9B8wjtLxaX
Gotthardtunnel,Round,Test,1,8,2,13.5,2,13.3,11.97,14.63,2 1 Round,9B8wjtLxaX
Umsatzlöhne,Round,Test,1,50,6,23.5,2,22.7,20.43,24.97,6 1 Round,9B8wjtLxaX
Arztpraxen,Round,Test,1,25,1,76,2,74.7,67.23,82.17,1 1 Round,9B8wjtLxaX
Geographie,Precise,Question,1,41245,5,41285,1,41285,37156.5,45413.5,5 1 Precise,g8TLjqMzm9
